pitch_no,game_date,pa_of_inning,pitch_of_pa,pitcher,pitcher_id,pitcher_throws,batter_side,pitcher_set,inning,top_bottom,outs,balls,strikes,tagged_pitch_type,auto_pitch_type,pitch_call,k_or_bb,hit_type,play_result,outs_on_play,runs_scored,notes,rel_speed,vert_rel_angle,horz_rel_angle,spin_rate,spin_axis,tilt,rel_height,rel_side,extension,vert_break,induced_vert_break,horz_break,plate_loc_height,plate_loc_side,zone_speed,vert_appr_angle,horz_appr_angle,zone_time,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0
168,6/15/2018,2,1,Player B,111112,Right,Left,Stretch,6,Bottom,0,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.8487431,-1.361102459,-1.219252672,2654.970611,47.88613783,7:30,6.327843163,2.334619503,6.001981514,-55.14407112,-11.05822193,-11.2675165,0.577947666,0.2964555,73.01222536,-11.48982758,-3.301802249,0.47796999,5.579471844,-4.981664495,-2.23642738,50,6.207627406,2.763136748,-115.7951345,-4.227126044,7.447230916,25.03869566,-38.82335281
167,6/15/2018,1,4,Player B,111112,Right,Right,Windup,6,Bottom,0,2,1,Fastball,Fastball,InPlay,Undefined,LineDrive,Triple,0,0,,93.76551104,-3.885018165,-2.699771192,2448.817439,201.5758767,12:45,6.230378174,2.319678296,6.425732899,-12.51299451,18.96851747,7.629863102,1.721104873,0.506780315,84.53083789,-6.058007107,-1.175155612,0.403934213,-5.266791662,12.374119,-2.137865028,50,5.96933341,6.168076812,-135.7740592,-9.566393807,-9.702758127,33.36019846,-9.377801552
166,6/15/2018,1,3,Player B,111112,Right,Right,Windup,6,Bottom,0,2,0,ChangeUp,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.52177063,-1.552341344,-5.03061706,1584.235206,247.7823422,2:15,6.185472005,2.463609145,6.148054409,-31.7737591,4.453230568,13.41923426,2.205018035,-1.037516576,79.92053595,-7.329502306,-2.433589586,0.433295712,-8.947914111,3.494789085,-2.100140643,50,6.066966205,10.74375198,-126.6383971,-4.345903681,-14.51066784,26.19725443,-26.50661333
165,6/15/2018,1,2,Player B,111112,Right,Right,Windup,6,Bottom,0,1,0,ChangeUp,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,88.09317267,-3.438431269,-4.454612656,1607.148915,237.4623587,2:00,6.13294759,2.304450892,6.323027401,-28.81535192,6.481491821,11.6505832,0.664325269,-0.796084002,81.27500777,-8.632920007,-2.191378301,0.42769951,-7.740623664,5.076662736,-1.995916059,50,5.888334042,9.588046042,-127.4893496,-8.47875146,-12.82648181,24.54089777,-23.76184238
164,6/15/2018,1,1,Player B,111112,Right,Right,Windup,6,Bottom,0,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,92.49782707,-2.021006568,-1.822343429,2175.181351,199.2618222,12:45,6.24374471,2.324755224,6.189042902,-14.75487425,17.44547718,6.172191136,3.255349865,1.188271079,84.17155458,-4.604458438,-0.587910631,0.408517504,-4.084254069,10.76126863,-2.195372396,50,6.101018375,4.071432401,-134.2722076,-5.16166274,-7.438349446,29.7275929,-12.575347
145,6/15/2018,4,6,Player B,111112,Right,Right,Windup,5,Bottom,2,3,2,ChangeUp,ChangeUp,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,89.56615577,-2.545788465,-3.642587718,1580.202348,234.929989,1:45,6.188333908,2.340159927,6.302615939,-26.74632738,7.457906435,11.94725307,1.718012403,0.012459142,82.09231246,-7.380069518,-1.314820702,0.421030853,-7.750873157,5.421448979,-2.087889886,50,6.007018195,7.905299792,-129.8169608,-6.533141034,-13.24712481,26.78369753,-22.90817492
144,6/15/2018,4,5,Player B,111112,Right,Right,Windup,5,Bottom,2,2,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,94.12230337,-4.147898655,-4.196965707,2358.309056,191.7564066,12:30,6.229348731,2.131412487,6.781550137,-12.55561632,18.17179772,3.69376828,1.494006449,-1.360597849,85.48107332,-6.330558925,-3.426527178,0.399069545,-3.498595895,12.05467195,-1.870769884,50,5.97634364,9.882414093,-136.1706202,-10.21497053,-6.528970246,31.60354067,-9.677996756
143,6/15/2018,4,4,Player B,111112,Right,Right,Windup,5,Bottom,2,1,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,93.47606019,-4.349139846,-3.048907607,2331.56331,200.3394974,12:45,6.16679494,2.324411861,6.70947517,-12.63551892,18.49281353,6.955355333,1.239656865,0.149632805,85.04041707,-6.544204459,-1.653169134,0.401663195,-4.957217086,12.23463628,-2.133052528,50,5.895806839,7.008262128,-135.3676674,-10.62914896,-9.160067881,30.69663349,-9.566586175
142,6/15/2018,4,3,Player B,111112,Right,Right,Windup,5,Bottom,2,1,1,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,80.78400185,0.472367746,-1.504894002,2533.825715,41.43212411,7:30,6.217202815,2.065775676,6.183595427,-55.59262867,-13.0665767,-10.83063593,2.123016176,-0.195258129,73.91715784,-9.805484949,-3.504314379,0.469441492,5.302406651,-6.705456111,-1.95125464,50,6.236523611,3.361742408,-117.2513502,-0.49274487,7.299292681,24.4762122,-41.40477904
141,6/15/2018,4,2,Player B,111112,Right,Right,Windup,5,Bottom,2,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,81.68151783,-1.22678579,-1.763401344,2616.65635,39.10766758,7:15,6.326129652,1.941867952,6.065071579,-53.05044785,-11.38389355,-8.633935821,0.87595791,-0.377960708,75.24312865,-10.94149452,-3.338043935,0.464675135,4.012121771,-5.238409815,-1.805691105,50,6.2190099,3.880071566,-118.5246352,-3.984436615,5.666522692,24.16534773,-39.57251994
140,6/15/2018,4,1,Player B,111112,Right,Right,Windup,5,Bottom,2,0,0,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,94.03218973,-2.925971477,-3.358484542,2378.367635,198.5245076,12:30,6.239445552,2.477763344,6.415342039,-10.72461467,20.2678216,6.85004405,2.760100238,-0.006126253,85.51254389,-4.753312249,-1.99217638,0.400785927,-4.926084486,12.6641869,-2.249774132,50,6.044492931,7.78393696,-136.2971604,-7.265664376,-9.244927365,30.6075456,-8.406797231
139,6/15/2018,3,4,Player B,111112,Right,Left,Windup,5,Bottom,1,1,2,ChangeUp,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,90.68237786,-1.827443321,-4.199176983,1821.933888,236.9147665,2:00,6.138750934,2.532126304,6.350040171,-25.9638238,7.14259881,12.41334919,2.396237803,-0.266957878,83.52000797,-6.511350715,-1.791308704,0.414222335,-8.075367586,5.014294625,-2.243926714,50,6.010359748,9.277650214,-131.4798014,-4.939042876,-14.25815875,25.61682431,-23.32063006
138,6/15/2018,3,3,Player B,111112,Right,Left,Windup,5,Bottom,1,0,2,ChangeUp,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,90.31390053,-1.633517525,-2.347921493,1668.486257,236.1846013,1:45,6.080439314,2.486664853,6.509189167,-24.88281774,8.211161671,13.66036197,2.613957077,1.502822152,83.11822914,-6.133755945,0.312013308,0.414144522,-8.351824584,5.593039671,-2.334859602,50,5.971667967,4.983058257,-131.2163582,-4.419868894,-14.65991221,26.00259478,-22.35661648
137,6/15/2018,3,2,Player B,111112,Right,Left,Windup,5,Bottom,1,0,1,ChangeUp,ChangeUp,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,89.5246895,-1.934148812,-3.066210158,1709.513726,238.6819339,2:00,6.14096268,2.535982201,6.45895293,-26.15283683,7.800641702,14.39844538,2.290311523,0.952224212,82.01962637,-6.678246245,-0.263117875,0.419485431,-8.986336122,5.469188847,-2.333617651,50,6.009475954,6.542575864,-129.9200674,-5.102389165,-15.38455616,26.80176383,-22.81082846
136,6/15/2018,3,1,Player B,111112,Right,Left,Windup,5,Bottom,1,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.20741121,0.754987918,-1.232949823,2534.296946,27.06241858,7:00,6.320537328,2.360286597,5.907632661,-60.00782097,-15.30824933,-7.552007313,2.122307724,0.617057443,72.52572004,-10.29887456,-2.602146112,0.48128421,3.547807161,-7.945634242,-2.260752943,50,6.358461999,2.673448805,-114.9121638,-0.118308493,4.69346469,23.40555767,-42.6854862
135,6/15/2018,2,3,Player B,111112,Right,Right,Windup,5,Bottom,1,1,1,Fastball,Fastball,InPlay,Undefined,FlyBall,HomeRun,0,1,,93.20769764,-2.373569923,-3.171218029,2442.240792,196.2421243,12:30,6.032552761,2.526813377,6.498515033,-11.7793909,19.8105246,5.779707232,2.977497259,0.130556532,84.25381496,-4.411718614,-2.002825992,0.404628714,-4.358652816,12.35333188,-2.31576771,50,5.878943293,7.311248752,-135.1508373,-5.919301951,-7.988596595,31.95067367,-9.532698306
134,6/15/2018,2,2,Player B,111112,Right,Right,Windup,5,Bottom,1,1,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,93.27677373,-2.450435329,-3.670579387,2443.325158,197.481926,12:30,6.164469545,2.565064572,6.491208611,-10.32184914,21.31913211,6.750296472,3.158810205,-0.209436488,84.11534616,-4.212519545,-2.316436746,0.40495546,-5.070826878,13.23050751,-2.320240894,50,6.005864484,8.465653016,-135.1570794,-6.062372616,-9.277342269,32.46314433,-7.96814496
133,6/15/2018,2,1,Player B,111112,Right,Right,Windup,5,Bottom,1,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,92.13149319,-4.017804798,-3.638130311,2378.563227,205.3761935,12:45,6.124012693,2.617994006,6.408062802,-14.83691096,17.65039285,8.592747642,1.294073127,0.021567003,83.66720627,-6.620973843,-1.937981376,0.410332803,-6.007017013,11.57397948,-2.37100364,50,5.851247231,8.216029613,-133.3141176,-9.783457592,-10.74958865,30.17109022,-11.46235119
132,6/15/2018,1,3,Player B,111112,Right,Right,Windup,5,Bottom,0,1,1,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,94.31774958,-3.402785389,-2.469609931,2404.112468,201.9030665,12:45,6.127313066,2.391680761,6.482335798,-11.72218719,19.22762716,7.867046117,2.132122231,0.812358339,85.13838714,-5.428293146,-0.898877137,0.400510388,-5.320154081,12.36538061,-2.228130453,50,5.903353242,5.655561807,-136.701125,-8.446845977,-9.95299738,33.32534908,-9.040771045
131,6/15/2018,1,2,Player B,111112,Right,Right,Windup,5,Bottom,0,1,0,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,92.19229444,-2.465681194,-4.290436402,2232.368994,196.5980738,12:30,6.151632531,2.642239262,6.51704756,-12.70344327,19.54201865,5.841435289,2.932908932,-0.776194807,83.62371237,-4.675116842,-3.114555586,0.408803413,-4.686657871,12.20352332,-2.356978166,50,5.992041632,9.841472442,-133.5289737,-6.097048253,-8.416972072,30.16948385,-10.25721191
130,6/15/2018,1,1,Player B,111112,Right,Right,Windup,5,Bottom,0,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,93.00690584,-1.867404798,-4.024255661,2307.101114,197.7226005,12:30,6.150864822,2.597297528,6.39463765,-12.16799417,19.65059852,6.321047468,3.52302526,-0.544967643,84.22232732,-3.973893535,-2.758304504,0.406089867,-4.87116471,12.04465876,-2.321696145,50,6.027492846,9.284964768,-134.7746064,-4.732117508,-8.903031548,31.01839165,-10.16001632
115,6/15/2018,4,2,Player B,111112,Right,Right,Stretch,4,Bottom,2,0,1,Fastball,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,92.22606276,-3.976595797,-2.552527334,2384.214085,194.9223189,12:30,6.223191502,2.413391406,6.350490093,-13.57014762,18.75984898,4.979294398,1.536597693,0.511488899,84.02767571,-6.332313676,-1.542506814,0.409338653,-3.655075962,12.10479168,-2.237314536,50,5.949942842,5.798528562,-133.6081017,-9.667180916,-6.591416275,29.41869804,-10.34475645
114,6/15/2018,4,1,Player B,111112,Right,Right,Stretch,4,Bottom,2,0,0,Curveball,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,79.90116261,1.363545184,-0.979151976,2578.729974,47.60284237,7:30,6.39914622,2.257167149,5.971355928,-56.3172416,-12.51168014,-12.75157213,3.070403629,0.316714395,72.96810853,-9.031364609,-3.335192653,0.476448713,6.470254633,-6.624220154,-2.175814579,50,6.485519133,2.324701998,-115.9249595,1.233628584,8.715272456,23.72593953,-41.09670875
113,6/15/2018,3,4,Player B,111112,Right,Left,Stretch,4,Bottom,1,1,2,Fastball,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,92.93869665,-3.778025069,-3.355502343,2373.932616,197.1287442,12:30,6.126399831,2.502962328,6.361896715,-12.38581674,19.44589094,6.021035485,1.720006726,-0.05040182,84.65599485,-5.912407536,-2.148681708,0.406173507,-4.45302129,12.42234139,-2.271759055,50,5.868212037,7.701334069,-134.5852818,-9.239214834,-8.153990193,29.66018272,-9.427323753
112,6/15/2018,3,3,Player B,111112,Right,Left,Stretch,4,Bottom,1,0,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,92.2036657,0.082460312,-2.65056689,2289.295097,202.451461,12:45,6.330566774,2.186286377,6.148922051,-13.98242728,18.45682712,7.776645749,5.344876949,0.417998926,83.75507299,-2.358298434,-1.114002174,0.410029396,-5.189361961,10.69924846,-1.99559801,50,6.341165802,5.944832503,-133.8474237,-0.206537441,-9.396235305,29.39815954,-12.80121297
111,6/15/2018,3,2,Player B,111112,Right,Left,Stretch,4,Bottom,1,0,1,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,92.4864264,-3.237038239,-3.638860881,2352.960955,201.5245429,12:45,6.268341759,2.258967001,6.457683419,-12.54814627,19.37505907,7.769524741,2.352081713,-0.403578745,84.42948013,-5.406596116,-2.099559549,0.406756549,-5.480291908,12.23455967,-2.014666129,50,6.05354356,8.285993543,-134.0091079,-7.928317887,-9.978175498,28.62223553,-9.898121373
110,6/15/2018,3,1,Player B,111112,Right,Left,Stretch,4,Bottom,1,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.16702539,-3.42303152,-2.535616434,2241.697391,201.4466171,12:45,6.327946906,2.344095829,6.37338264,-14.31973166,19.34229645,7.725043399,2.090994104,0.687570911,82.357679,-5.922050835,-1.004358057,0.417682017,-5.142718358,12.23845885,-2.171405248,50,6.09465769,5.555740982,-130.730153,-8.21009388,-8.906346434,27.37149768,-10.97904102
109,6/15/2018,2,1,Player B,111112,Right,Left,Windup,4,Bottom,1,0,0,Fastball,Fastball,InPlay,Undefined,Bunt,Single,0,0,,92.43705212,-3.29501439,-3.644222969,2178.128721,200.0069415,12:45,6.242407422,2.135738774,6.433510286,-14.14209736,17.74777654,6.554893064,2.13852318,-0.634497021,84.72323674,-5.758678391,-2.338915773,0.406544251,-4.765345181,11.29798776,-1.889060927,50,6.021496626,8.328852294,-133.9521484,-8.110880282,-8.700467294,27.61603111,-11.54641944
108,6/15/2018,1,3,Player B,111112,Right,Left,Windup,4,Bottom,0,0,2,Fastball,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,93.35642461,-2.80770091,-3.491812619,2227.860479,197.8891102,12:30,6.236186728,2.377617202,6.453088124,-13.69909445,17.5311715,5.703468606,2.619336665,-0.322172088,85.45669386,-5.192057092,-2.346781991,0.402319965,-4.268834759,11.06771405,-2.142209112,50,6.050013496,8.081560176,-135.3668063,-7.02340199,-7.950783956,28.50472651,-11.56022576
107,6/15/2018,1,2,Player B,111112,Right,Left,Windup,4,Bottom,0,0,1,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.61338625,0.744395802,-1.552108111,2728.358806,49.17842739,7:45,6.310715993,2.450052841,5.806811279,-52.39896724,-9.51954097,-9.996335383,2.738154074,0.204833309,74.34287238,-8.828901331,-3.369399557,0.471387155,4.797545359,-4.739270328,-2.321435484,50,6.351774297,3.451313807,-117.0138133,0.031733348,6.658952302,21.85428419,-38.75211561
106,6/15/2018,1,1,Player B,111112,Right,Left,Windup,4,Bottom,0,0,0,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,92.67131979,-2.646355607,-3.493675644,2163.273414,188.9938886,12:15,6.31540407,2.497508489,6.337969357,-13.84867908,18.44715731,2.774198735,2.829157179,-0.455127733,83.56532798,-5.071601733,-2.901489117,0.409122449,-2.814377479,11.65196254,-2.253754871,50,6.134641361,8.103179174,-134.2345864,-6.593915372,-5.070902546,32.44878909,-11.17971964
92,6/15/2018,4,2,Player B,111112,Right,Right,Stretch,3,Bottom,2,0,1,ChangeUp,Sinker,InPlay,Undefined,FlyBall,Out,1,0,,89.18909739,-2.206191877,-3.478705322,1726.293884,209.1734003,1:00,6.199909193,2.441099925,6.561110128,-21.88717963,12.12582194,7.088286935,2.457989838,-0.124670332,81.89119265,-6.143136259,-2.068480244,0.41985279,-5.034616093,7.937880412,-2.213585135,50,6.055966833,7.661338535,-129.4011832,-5.56822759,-8.578595346,25.75710205,-18.64851598
91,6/15/2018,4,1,Player B,111112,Right,Right,Stretch,3,Bottom,2,0,0,ChangeUp,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,89.09394488,-3.352535905,-3.486000304,1687.931077,216.6108505,1:15,6.30363247,2.463026433,6.432304485,-23.08424449,11.45261337,9.042235607,1.402034091,0.045545545,81.40373162,-7.507654568,-1.702069379,0.423072126,-6.173510911,7.912738994,-2.228187903,50,6.074944807,7.597703935,-129.0591314,-8.193808677,-10.39200749,27.34977241,-18.85435996
90,6/15/2018,3,4,Player B,111112,Right,Right,Stretch,3,Bottom,1,2,1,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,92.77089847,-3.240685436,-2.653070778,2268.229041,197.2176507,12:30,6.298820561,2.469959786,6.433951537,-14.39217101,17.91170459,5.580769978,2.227002906,0.529578551,83.11889474,-5.782137608,-1.517083457,0.40917334,-4.176455241,11.67018276,-2.290841791,50,6.081893153,6.055857738,-134.37785,-8.000901134,-7.483928342,34.5495846,-11.26186192
89,6/15/2018,3,3,Player B,111112,Right,Right,Stretch,3,Bottom,1,1,1,ChangeUp,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.44694697,-3.049212805,-4.160440383,1618.641174,215.4963552,1:15,6.3251194,2.431846077,6.179118003,-23.89821734,10.91157635,8.281153223,1.619304783,-0.688278368,81.25673812,-7.350835201,-2.526786462,0.424739773,-5.972180072,7.522997047,-2.132339259,50,6.10211374,9.157946457,-129.4118467,-7.588400819,-10.05358098,28.85795277,-19.5098189
88,6/15/2018,3,2,Player B,111112,Right,Right,Stretch,3,Bottom,1,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,81.70034962,-1.322404378,-1.350012013,2508.450725,48.20090813,7:30,6.375975396,2.254407482,6.088958418,-52.47312239,-10.66363775,-10.95011901,0.886384835,0.123876402,74.87538037,-10.95827034,-3.370909899,0.46547114,5.391808659,-4.805702627,-2.148672247,50,6.262938038,3.086195382,-118.532716,-4.152874563,7.572162937,25.38072595,-38.92309431
87,6/15/2018,3,1,Player B,111112,Right,Right,Stretch,3,Bottom,1,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.46727699,-3.93961503,-3.129826709,2250.564805,198.2035403,12:30,6.34036049,2.395926444,6.494698919,-14.4995952,17.58902336,5.836206897,1.618582904,0.042165879,84.04695228,-6.481112413,-1.952848297,0.407808481,-4.3387701,11.54312579,-2.187501127,50,6.079509148,7.14459829,-133.9066994,-9.620960833,-7.836712118,30.32740486,-11.32478675
86,6/15/2018,2,4,Player B,111112,Right,Left,Stretch,3,Bottom,0,1,2,ChangeUp,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,90.17718998,-3.581033406,-4.16126989,1664.402813,231.6133055,1:45,6.231587791,2.947081437,6.059905566,-25.83209247,8.1118727,11.37497366,0.864494617,0.075334121,83.26284187,-8.193040609,-1.962004478,0.419426687,-7.420259381,5.934766675,-2.640694052,50,5.960406307,9.131887435,-130.5116671,-8.957278673,-12.91554004,25.11433748,-21.84412441
85,6/15/2018,2,3,Player B,111112,Right,Left,Stretch,3,Bottom,0,0,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,80.41897925,-1.995330878,-1.961012259,2667.331548,66.86880822,8:15,6.372319931,2.400239949,6.102024798,-50.68820403,-7.658140091,-15.52044728,0.409978988,-0.674743328,74.14933862,-11.24264192,-4.840659701,0.472214122,7.721783718,-2.969161786,-2.247200846,50,6.210490497,4.405571576,-116.6261983,-5.411206876,10.54233782,23.72387784,-36.22776305
84,6/15/2018,2,2,Player B,111112,Right,Left,Stretch,3,Bottom,0,0,1,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,92.04713295,-3.708851682,-3.144106011,2368.867703,197.383749,12:30,6.272373411,2.446689246,6.425517652,-15.69691506,17.054593,5.373213726,1.658755342,0.037436972,82.88630436,-6.488087319,-2.051506876,0.411997123,-4.179342156,11.28793377,-2.233366253,50,6.022015914,7.154261086,-133.2366161,-9.070338012,-7.397063022,32.7370992,-12.19541211
83,6/15/2018,2,1,Player B,111112,Right,Left,Stretch,3,Bottom,0,0,0,ChangeUp,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.60234496,-2.608520041,-3.149640334,1644.74693,216.5411182,1:15,6.292805808,2.508798873,6.109995951,-23.26259044,12.14770621,9.534155064,2.047372496,0.423842021,80.58228831,-6.788997405,-1.278730943,0.428386012,-6.323460192,8.03267138,-2.280175555,50,6.099090487,6.769375859,-128.379987,-6.520181729,-10.49522736,27.94401062,-18.84199461
82,6/15/2018,1,4,Player B,111112,Right,Right,Windup,3,Bottom,0,3,0,Fastball,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,92.84528084,-4.399765112,-3.195944184,2392.283115,207.1945201,1:00,6.285297809,2.466495669,6.358868386,-15.29473561,17.06029104,9.03213227,1.062494328,0.310776997,83.53892615,-7.097649229,-1.403030296,0.409497,-6.221485186,11.50296637,-2.247559281,50,5.982102543,7.220468596,-134.2509013,-10.76342425,-11.17125272,33.44035584,-11.51940734
81,6/15/2018,1,3,Player B,111112,Right,Right,Windup,3,Bottom,0,2,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,91.61436317,-2.973600401,-1.908220978,2302.686792,213.8487285,1:15,6.253842994,2.646109285,6.214946172,-17.52876874,15.71764532,10.99011387,2.156398287,1.832837769,82.43977725,-6.096050568,0.256925959,0.415096761,-6.852667766,10.24311091,-2.51351763,50,6.041908152,4.083869357,-132.7784076,-7.394108516,-12.03747481,32.68237634,-14.18088242
80,6/15/2018,1,2,Player B,111112,Right,Right,Windup,3,Bottom,0,1,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,90.75259852,-3.954930528,-3.28649343,2291.271652,219.3838518,1:15,6.228266843,2.508636459,6.413208253,-18.9891776,14.8141834,12.78486288,1.112051841,0.585406679,81.62721704,-7.361743787,-0.769996204,0.418557516,-8.357624662,10.14979187,-2.287977114,50,5.958624409,7.165684577,-131.2834741,-9.599937331,-14.33159218,32.31929213,-14.76926147
79,6/15/2018,1,1,Player B,111112,Right,Right,Windup,3,Bottom,0,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,90.817406,-3.998887495,-3.670580887,2261.464304,201.5932088,12:45,6.309389472,2.712278931,6.274153591,-18.43214141,15.35713646,6.20841126,1.187797371,-0.121305015,82.14759929,-7.277719541,-2.424820911,0.418470359,-4.746880701,10.33554319,-2.453592926,50,6.026560844,8.23255561,-131.3311904,-9.709998798,-8.196027838,30.77402069,-14.32856116
61,6/15/2018,5,3,Player B,111112,Right,Right,Stretch,2,Bottom,2,0,2,ChangeUp,ChangeUp,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,90.77463293,-2.03074442,-3.982118985,1568.848039,233.1041672,1:45,6.198300861,2.571413411,6.24009183,-26.71524894,6.548937839,9.939249665,2.202462158,-0.241263672,83.4333871,-6.849040584,-2.042706871,0.415207642,-6.676006968,4.743533226,-2.289918373,50,6.050889063,8.850911393,-131.5873311,-5.448360049,-11.77002708,26.47790357,-23.81103833
60,6/15/2018,5,2,Player B,111112,Right,Right,Stretch,2,Bottom,2,0,1,ChangeUp,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,90.60078771,-2.957356286,-3.389739105,1747.885491,225.1023215,1:30,6.248342761,2.498782153,6.334924746,-21.56953199,11.82559634,12.70272266,1.832110229,0.469103022,82.90925876,-6.821554044,-0.915868805,0.416023658,-8.108401948,7.947985992,-2.266623181,50,6.042027196,7.395191599,-131.3151306,-7.396704757,-14.17626217,27.47215899,-18.27824839
59,6/15/2018,5,1,Player B,111112,Right,Right,Stretch,2,Bottom,2,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.97170774,-2.571064986,-4.153443364,2336.671464,199.3662754,12:45,6.300374703,2.352697655,6.655450103,-14.35466701,17.19711702,6.122761441,2.853824344,-0.906225444,84.32405201,-5.101288741,-2.919827188,0.404384556,-4.832857394,10.99311124,-2.086647987,50,6.139642347,9.601596121,-134.6975354,-6.433685002,-8.823704695,30.95871783,-12.10311342
58,6/15/2018,4,3,Player B,111112,Right,Right,Stretch,2,Bottom,1,1,1,Fastball,Fastball,InPlay,Undefined,Popup,Out,1,0,,93.22008117,-3.904136617,-2.674973113,2330.965321,187.3848465,12:15,6.368926638,2.521937257,6.369930332,-9.406619653,22.41925163,2.726927889,2.097155845,0.32063128,84.25211685,-5.480598745,-2.091475532,0.406136288,-2.508879067,14.21761373,-2.337178076,50,6.103971591,6.216357736,-134.9957956,-9.469358355,-4.584913266,32.04612977,-6.191717782
57,6/15/2018,4,2,Player B,111112,Right,Right,Stretch,2,Bottom,1,0,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,91.93135182,-3.959985733,-1.130141144,2271.188973,199.832039,12:45,6.244982284,2.563864258,6.489091854,-15.7378611,16.76044555,6.13372305,1.405582643,2.067775795,83.36515536,-6.738532829,0.108124498,0.410402249,-3.931779028,11.13811354,-2.490309589,50,5.98220028,2.444226645,-133.2683567,-9.645512224,-7.007412707,31.04621463,-12.32314702
56,6/15/2018,4,1,Player B,111112,Right,Right,Stretch,2,Bottom,1,0,0,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,93.83227354,-2.390538682,-3.583011932,2301.570096,182.9171766,12:00,6.308779579,2.424309104,6.373164665,-9.693543204,21.71403955,0.8366138,3.405790644,-0.769914337,84.66027,-4.025680304,-3.360732786,0.403459891,-1.756846577,13.37803991,-2.175610526,50,6.149361723,8.47822778,-135.9541003,-5.943097584,-3.251923244,32.87585887,-7.411294921
55,6/15/2018,3,7,Player B,111112,Right,Left,Stretch,2,Bottom,0,3,2,Fastball,Fastball,InPlay,Undefined,Popup,Out,1,0,,94.13329846,-2.946251954,-4.301778272,2387.798464,208.1233789,1:00,6.302968569,2.429956528,6.434375776,-14.97488262,16.24041065,8.969855573,2.448759052,-0.744429668,84.954001,-5.590571973,-2.526248048,0.402223562,-6.492296513,10.5464143,-2.139126178,50,6.105642364,9.972510684,-136.2257185,-7.440349082,-12.06418844,33.03294498,-12.57637164
